Flight_ID,Scheduled_DateTime,Airport_Capacity,Hour,Minute,DayOfWeek,Month,DayOfYear,Flight_Type_Arrival,Flight_Type_Departure,City_Chicago,City_Dubai,City_London,City_Los Angeles,City_Mumbai,City_New York,City_Paris,City_Singapore,City_Sydney,City_Tokyo,Airport_Changi Airport,Airport_Charles de Gaulle Airport,Airport_Chhatrapati Shivaji Maharaj International Airport,Airport_Dubai International Airport,Airport_Heathrow Airport,Airport_JFK International Airport,Airport_LAX International Airport,Airport_Narita International Airport,Airport_O'Hare International Airport,Airport_Sydney Kingsford Smith Airport,Weather_Condition_Cloudy,Weather_Condition_Dust Storm,Weather_Condition_Foggy,Weather_Condition_Freezing Rain,Weather_Condition_Hail,Weather_Condition_Hurricane,Weather_Condition_Rainy,Weather_Condition_Snowy,Weather_Condition_Stormy,Weather_Condition_Sunny,Weather_Condition_Thunderstorm,Weather_Condition_Tornado,Weather_Condition_Windy,Target_Scaled_Delay,Is_Delayed,Original_Delayed_Time_Minutes
E223F4D4,2025-04-28 23:58:00,-1.192987680300411,1.6508876459454753,1.6276580655795392,-1.490312588416388,-0.7406502947895784,-0.6244284612091408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10284920083391244,1,148
DE02F452,2025-01-23 14:42:00,-0.8404549320620721,0.3495871490450848,0.7132819490790888,0.005134367883295568,-1.6148490139022729,-1.5291446703356297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6824183460736623,1,982
DFCB23E9,2025-10-18 13:12:00,0.9222088091296221,0.20499820494504145,-1.0011732693592554,1.0020990054164178,1.0077471434358105,1.0231073722527815,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6546212647671994,1,942
274CDAF4,2025-09-09 18:00:00,-0.05108812622405251,0.9279429254452584,-1.6869553567345932,-0.9918302696498268,0.7163475703982457,0.651697560085065,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7852675469075747,1,1130
01382C30,2025-12-10 20:04:00,0.6309861040631682,1.217120813645345,-1.4583613276094807,-0.4933479508832656,1.5905462895109401,1.5278437836601912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9617790132036136,1,1384
D075F0A7,2025-05-02 06:37:00,-0.6718523133393883,-0.8071244037552622,0.4275394126726981,0.5036166866498567,-0.4492507217520136,-0.5863351471406569,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4009728978457262,1,577
733A2B7B,2025-06-22 03:24:00,0.3397633989967144,-1.2408912360553923,-0.31539118198391775,1.500581324182979,-0.15785114871444875,-0.10064539276748914,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14176511466296038,1,204
63F08E3E,2025-12-17 06:40:00,-0.40362087446239137,-0.8071244037552622,0.5989849345165326,-0.4933479508832656,1.5905462895109401,1.5945070832800377,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3092425295343989,1,445
0BC91008,2025-05-29 20:50:00,-0.02809686003459563,1.217120813645345,1.170470007329314,0.005134367883295568,-0.4492507217520136,-0.32920527717839165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9937456567060459,1,1430
DF00DC33,2025-10-06 03:08:00,0.2937808666178007,-1.2408912360553923,-1.229767298484368,-1.490312588416388,1.0077471434358105,0.9088274300473302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2974287699791522,1,428
75A51080,2025-05-20 21:53:00,1.4203529099011878,1.3617097577453885,1.3419155291731484,-0.9918302696498268,-0.4492507217520136,-0.4149152338324801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9541348158443363,1,1373
635FF891,2025-11-13 13:51:00,0.7306149242174814,0.20499820494504145,1.227618514610592,0.005134367883295568,1.2991467164733754,1.270713913697926,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122307157748437,1,881
8440295D,2025-03-23 03:03:00,-1.5991667163141492,-1.2408912360553923,-1.5155098348907587,1.500581324182979,-1.0320498678271433,-0.9672682878254945,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21056289089645586,1,303
B4DCBFC8,2025-06-12 16:14:00,1.665593082588728,0.6387650372451716,-0.8868762547966992,0.005134367883295568,-0.15785114871444875,-0.1958786779386985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8019457956914524,1,1154
D7852C69,2025-04-23 19:22:00,0.9222088091296221,1.0725318695453017,-0.42968819654647405,-0.4933479508832656,-0.7406502947895784,-0.6720451037947454,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9325920778318276,1,1342
7CE30622,2025-05-27 13:41:00,1.4739991976765872,0.20499820494504145,0.6561334417978106,-0.9918302696498268,-0.4492507217520136,-0.3482519342126335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400277970813064,1,921
721D1691,2025-11-30 23:13:00,1.6502655717957566,1.6508876459454753,-0.9440247620779774,1.500581324182979,1.2991467164733754,1.4326104984889818,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020847810979847115,1,3
FABB467C,2025-12-07 10:59:00,1.3437153559363315,-0.22876862735508868,1.6848065728608173,1.500581324182979,1.5905462895109401,1.4992737981088284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4996525364836692,1,719
A6C936A4,2025-04-23 12:23:00,1.3973616437117309,0.060409260844998085,-0.3725396892651959,-0.4933479508832656,-0.7406502947895784,-0.6720451037947454,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5858234885337039,1,843
AEE4CD5D,2025-10-21 13:44:00,0.7689337011999096,0.20499820494504145,0.8275789636416451,-0.9918302696498268,1.0077471434358105,1.0516773578041443,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6038915913829048,1,869
6E0FD4C4,2025-12-13 06:21:00,0.7842612119928808,-0.8071244037552622,-0.4868367038277522,1.0020990054164178,1.5905462895109401,1.556413769211554,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4732453092425295,1,681
F94CCB35,2025-08-26 04:39:00,-0.23501825573970755,-1.096302291955349,0.5418364272352544,-0.9918302696498268,0.4249479973606809,0.5183709608453718,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2564280750521195,1,369
95F6E88E,2025-02-22 01:27:00,0.7536061904069383,-1.5300691242554791,-0.1439456601400833,1.0020990054164178,-1.3234494408647082,-1.2434448148220016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12300208478109798,1,177
27F0F52F,2025-07-28 19:04:00,-0.18137196796430816,1.0725318695453017,-1.4583613276094807,-1.490312588416388,0.13354842432311606,0.2421944338488646,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8158443363446838,1,1174
A1CF972B,2025-03-07 22:04:00,-0.8864374644409858,1.506298701845432,-1.4583613276094807,0.5036166866498567,-1.0320498678271433,-1.1196415440994294,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002779708130646282,1,4
ABCD5E55,2025-09-14 19:35:00,-1.1776601695074396,1.0725318695453017,0.3132423981101418,1.500581324182979,0.7163475703982457,0.6993142026706696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999305072967339,1,1295
195CFA51,2025-08-25 23:44:00,1.2670778019714752,1.6508876459454753,0.8275789636416451,-1.490312588416388,0.4249479973606809,0.5088476323282508,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05837387074357192,1,84
E9789B77,2025-12-05 07:05:00,-0.12006192479242316,-0.6625354596552188,-1.4012128203282024,0.5036166866498567,1.5905462895109401,1.4802271410745864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2953439888811675,1,425
50C1B2D7,2025-04-25 13:18:00,0.07919571551620315,0.20499820494504145,-0.6582822256715866,0.5036166866498567,-0.7406502947895784,-0.6529984467605036,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5858234885337039,1,843
646AAB9A,2025-04-10 08:36:00,-1.5838392055211779,-0.5179465155551755,0.37039090539141994,0.005134367883295568,-0.7406502947895784,-0.7958483745173176,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3794301598332175,1,546
7CC80C79,2025-06-09 05:37:00,0.0945232263091744,-0.9517133478553056,0.4275394126726981,-1.490312588416388,-0.15785114871444875,-0.22444866349006135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33842946490618486,1,487
63120DD4,2025-10-13 20:51:00,1.0984751832487916,1.217120813645345,1.227618514610592,-1.490312588416388,1.0077471434358105,0.9754907296671768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9006254343293953,1,1296
72A93A24,2025-11-24 12:40:00,-0.6182060255639888,0.060409260844998085,0.5989849345165326,-1.490312588416388,1.2991467164733754,1.3754705273862562,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5594162612925643,1,805
827E27FA,2025-12-15 22:45:00,0.19415204646348755,1.506298701845432,0.8847274709229233,-1.490312588416388,1.5905462895109401,1.5754604262457959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9902710215427379,1,1425
61C2AC3F,2025-06-29 03:22:00,0.5160297731158838,-1.2408912360553923,-0.42968819654647405,1.500581324182979,-0.15785114871444875,-0.033982093147642584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3488533703961084,1,502
BF2318E2,2025-06-12 00:41:00,-0.17370821256782254,-1.6746580683555223,0.6561334417978106,0.005134367883295568,-0.15785114871444875,-0.1958786779386985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13273106323835998,1,191
F70364B9,2025-02-16 09:19:00,-0.8327911766655864,-0.37335757145513204,-0.6011337183903085,1.500581324182979,-1.3234494408647082,-1.3005847859247273,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927032661570535,1,709
671395F6,2025-03-24 00:41:00,1.0371651400769064,-1.6746580683555223,0.6561334417978106,-1.490312588416388,-1.0320498678271433,-0.9577449593083736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.059763724808895066,1,86
9A4962BF,2025-02-11 18:50:00,-1.4918741407633505,0.9279429254452584,1.170470007329314,-0.9918302696498268,-1.3234494408647082,-1.3482014285103319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9103544127866574,1,1310
82A80C7B,2025-03-09 03:46:00,0.4470559745475132,-1.2408912360553923,0.9418759782042014,1.500581324182979,-1.0320498678271433,-1.1005948870651876,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28214037526059765,1,406
